Dialogue_ID	Utterance_ID	Utterance	label
850	2	i have to be up in seven minutes.	s
374	10	well you can have the suite if you want.	s
12	2	that's great, but shouldn't you be on the toilet right now?	q
947	15	okay.	ag
450	4	hi! okay, don't be mad at me, but i couldn't resist.	s
113	0	okay, look, he's not gonna hurt them, right?	o
976	4	f.y.i..	s
885	3	oh, come on! i'll give you ten free	s
356	9	nooo. i had a story all worked out but then chandler sold me out.	ans
453	0	i can't believe there is a naked hooker in there!	s
990	13	you decided to go into the out-of-work actor business.	s
428	3	wait, now, what am i doing again?	q
426	1	listen, i'm sorry about that whole thing with roger.	ap
89	16	i'm telling ya, you're gonna be dancing at my wedding before you're dancing at there's.	o
421	5	look confident.	c
164	5	listen, do you think and try not to let my intense vulnerability become any kind of a factor here—but do you think it would be okay if i asked you out?	q
986	6	she might be able to do better.	o
925	7	really.	ag
640	2	filing system?	q
445	10	i'm sorry daddy.	ap
138	7	i overheard you guys on the phone the other day, and you said,  i'll just tell rachel that i'm doing laundry for a couple of hours.	ans
615	3	oh, hey, don't do that! cut it out!	c
502	1	i know.	ag
320	13	i know you probably don't want to go out with me, y'know because i make too many jokes and i've never been in a serious relationship and i guess i'm not technically a  doctor…	o
61	7	ye-ye-yeah, yes i do!	ans
682	1	but i'll still always come back, like this.	s
342	19	i don't think the contestants are supposed to speak to each other.	s
306	4	y'know what, i want to talk to you about this so much, but we should probably do it when we could really get into it, are you free for dinner tomorrow night?	o
623	4	hey guys!	g
138	1	but, when we were in high school i made out with james farrell even when i knew that you liked him!	s
69	2	no, no, i'm still working on mine.	ans
46	6	come on apartment! come on apartment!  oh! i know queen is high!	s
120	0	monica, betting the apartment, i don't know about this.	s
817	6	yeah, well, she's probably talking to richard.	s
183	17	oh, right, ok. ole.	s
1016	19	no, rachel doesn't want me to....	dag
183	4	hi.	g
412	15	nooo.	ans
775	13	oh, rachel.	oth
815	0	all right carl, we're next. now remember, what is not gonna be?	s
961	9	really?	q
273	6	no, i don't want to tell anybody else because i don't want monica to find out.	ans
146	3	you think you know me so well.	s
440	0	ok, so now we need, um sage branches and the sacramental wine.	s
543	2	oh my gosh, joshua!	g
611	2	thanks.	a
810	7	hi. do you know what time it is?	q
311	9	no, we're gonna paint over the sword, and replace it with a baguette.	o
346	2	am i naked again?!	q
968	5	i stole monica's and changed the name.	ans
300	10	wha? wha..aa? let me get the father. hey, we need a father over here! we need a father!	s
1026	9	ow!	oth
671	17	no!	dag
920	0	look, i just saw my best friends brains smeared across the canvas, that's not gonna be me, not me.	s
678	9	hi!	g
1005	10	okay, let's go!	c
496	1	okay.  we are at a rest stop on route 27. okay.  there is no route 27.   okay, either 93 or 76?	s
135	1	yes, hello.	ans
130	7	nothing, why?	ans
810	14	well okay, i'll swing by later. do you live in this building?	q
328	7	bye-bye	g
45	3	yes it is! from now on, i have no first name.	dag
95	5	umm.  umm. umm. i don't think so.	dag
1003	1	gotcha.	b
541	10	yay!	oth
841	3	a woman named heldi called and said we were getting married, but that happens everyday.	s
398	9	such a pig!	ag
331	5	sorry.	ap
843	13	y'know?	oth
1033	0	so the porsche guy took his car back.	a
82	4	well what are you gonna do when he finds out he wasn't even asked?!	q
275	14	and you're not supposed to be gossiping!!	s
895	2	what the hell is that?	q
761	3	happy thoughts!  happy thoughts!	s
478	9	yeah, well… y'know, it just got me thinking though, why would anybody ever want to get married huh?	q
538	2	ross, she's not weird, she just wants her stuff to be one of a kind.	o
953	20	oh my god, we killed bob!	s
47	1	it's gonna be worth it.	o
966	7	okay.	ag
59	0	so, in conclusion, the lines all go up , so i'm happy.	o
119	3	but y'know what?	oth
915	6	all right, honey, time to start pushing.	c
766	4	who said you were?	q
499	3	that's what makes it so easy for me to be 80% happy for monica and chandler!	s
146	6	okay, well i do know you.	ag
596	15	okay, listen this really hurts. let's go.	o
213	0	now umm, remember i'm still learning.	s
260	9	well, she's out of town so, there's gotta be something in her house that tells me where my father is.	ans
853	10	what?! why?!	q
712	6	okay, i guess we can lose to junior high girls some other time.	o
219	10	y'know, for me anyway.	oth
464	19	that's why it's so funny.	s
833	6	if you listen very carefully, i think its	o
202	4	and protected them from a tornado?	q
81	2	he's planning your birthday party.	ans
946	11	no!	dag
65	0	see, i see.... big passion in your future.	s
623	18	so you might say, it's a magic ring.	o
204	4	when are you coming home?	q
819	15	no, he visited a little town south of throw up.  so what was phoebe's secret?	q
311	10	oh!	b
678	13	we don't, really.	ans
936	18	you missed you're chance!	s
483	9	nngghhh!!!!!!!	ans
717	8	okay that's, you know what that is?	q
252	6	even if he were... cornered?	q
445	8	what is it sweetie?	q
797	0	hi.	g
663	6	no, you're the best.	ans
574	10	it happened in london.	ans
735	16	right.	ag
722	15	i thought you were showing me how much you mean to me.	o
160	4	yeah, huh.	b
671	11	no idea!	oth
525	0	light still out?	q
37	3	and-and-and-and-and the toothpicks?	s
637	10	yeah bye-bye!  hey! so just a light layer?	g
482	12	my god!	oth
148	20	aw, don't do that	ans
233	1	what happened to santa, holiday armadillo?	q
819	17	that's it?! i gave up my	s
509	3	i really think they're out of rooms.	o
161	3	i'm gonna be out today.	s
901	6	oh, you want something serious.	s
499	8	exactly!	ans
446	12	absolutely!	ans
565	0	uh-oh-okay. uh-oh-okay. i know what you all are thinking. but chandler is in	s
348	1	yeah baby!	ag
918	8	not your name!	oth
180	8	janice	oth
455	4	i guess you'd know that, being one of the two of us, though, right?	q
441	0	mona?  okay, if i were a salmon shirt, where would i be?	q
772	5	hope! hope!	s
123	7	who cares? nobody reads those things	o
614	8	well then let's just quit! we'll just quit! let's all quit!	oth
50	1	don't touch him!	c
9	5	i'm back.	s
605	1	for god's sake, will you let it go? there's no rachel!	oth
73	11	what?	q
792	8	oh screw her, that part is mine!	s
936	13	ohh—do you think he will?!	q
152	8	you actually broke her watch?	q
988	5	well, things change.	ag
3	4	look,  'my vessel so empty with nothing inside.	s
15	14	yeah, can you guys just throw him in the pool later?	q
344	13	let's see, she's on the third floor	s
159	9	don't spoil it.	c
568	2	bye!	g
206	6	i got it.	s
608	6	bwah-hah-hah!	oth
146	4	well, don't 'cha wanna?	q
111	13	take whatever you want, just please don't hurt me.	o
839	13	and shame on all of you!	s
606	6	oh, yeah, my firm represents the band.	ans
1032	11	yeah, they still wear underwear.	ans
297	8	yes!	ans
342	10	let me think. let me think—oh! i don't care.	s
743	4	i think i'm gonna take-off.	s
676	5	ohh, you already agreed to this, haven't you?	q
818	2	i mean, they're like coyotes, picking off the weak members of the herd.	o
782	1	thank you.	g
910	11	..i dunno, a little too alan?	q
392	6	and i was gonna go over and say 'hi!' but then i figured, he doesn't care if he looks like you.	s
629	17	yes. uh, yes, i did. that was my friend, eddie moskowitz. yeah, he likes it. reaffirms his faith.	ans
917	5	they taste so good.	s
633	1	here comes the bride.	s
505	14	do you realize i have a classroom full of students?	q
255	10	well,fall out of it.	s
126	3	i	oth
598	1	what, do you think i'd just use my son as-as an excuse?	q
696	6	that's it!	s
232	10	dear god! this parachute is a knapsack!	s
105	0	no-no. we	oth
783	7	ready?	q
87	0	oh, are you sure you're ok?	q
25	7	okay.	ag
445	12	oh now daddy, stay calm. please.	c
30	3	of course, of course, mr. stevens.	ag
279	6	my god! is this a gym card?	q
295	8	like-like-like i did something terrible to you!	s
755	9	charla, 278. sorry, dear, but still good.	o
356	12	monica's making jam.	ans
956	13	well, uh, i-i don't know. see when-when you put it that way y'know it does sort of	ans
249	11	and this is what we do!	s
30	8	i	oth
770	9	oh, i'm sorry, am i getting in the way of all the room switching fun?	q
304	1	have you seen joey?	q
905	3	i can't believe you said woowoo. i don't even say woowoo.	oth
338	1	ohh! it's so nice to meet you.  hello.	g
804	9	okay, i'm sorry.	ap
854	4	hey ross. it's joey. there's a hooker over here and we thought maybe you'd know something about it.	o
184	5	what's happening?	q
285	4	hey! are you ready to try nursing again?	q
796	3	i kind of fell asleep  in the meeting this morning so when i said i'd move to tulsa, i didn't really  know what i was saying.	s
365	10	sir? sir? excuse me, sir? uh... i have a message for you.	s
553	5	right.	ag
475	10	i'm not always that bad!	dag
44	1	yeah, that's it?	b
541	2	look carol umm, i was, i was thinking maybe uh, maybe we can spice things up a little.	s
561	14	ow!	b
541	16	nah!	oth
737	3	deep impact	ans
279	15	oh no, you'll have to come.	ans
560	6	okay, in we go.	s
498	6	hey!	g
632	17	no. no, i don't. could you be a dear and go tell him?	ans
913	1	okay, i'll stop.	s
539	2	am i the only one who doesn't think that she's hot? ross?	s
1015	6	you have to give 'em something, you know.	o
496	10	no! no, i am not getting in a car with ross, we will just have to live here!	dag
908	11	joey where's the pipe that was holding the door open?	q
463	13	momma's little bakery, chicago, illinois.	ans
654	2	and i will cook anything you want in here , and do anything in there!	s
595	2	he took my snack!	s
129	12	oh, you didn't see the post?	q
296	5	hello, susan.  good shake. good shake. so, uh, we're just waiting for...?	q
380	4	you sure?	q
956	2	what?! why?!	q
435	1	hi!  hey mom.	g
106	5	uh-oh, i feel another one coming.	o
1010	3	no, no!	dag
52	9	no.	ans
873	1	hi joey.	g
734	0	hey! are you okay?	q
249	10	'cause i'm a tribbiani!	s
633	8	yeah, we got him back. everything's fine.	ans
300	8	the celtics? ha. they couldn't hit a boat if...wait. they suck, alright?	o
823	14	oh, that's what i would do, forget mine.	ag
88	1	good for you pheebs!	s
861	1	the doctor says it's a matter of hours.	ans
69	5	oh, yeah, that hug looked pretty brutal.	o
904	5	thank god.	oth
902	5	i really wish that you wouldn't.	s
740	6	well i don't know, i-i suppose we may have favored you unconsciously, you were a medical marvel! the doctor said your mother could	o
445	2	it's lafite. the '74 latour is actually drinking quite nicely.	s
796	0	umm ma'am, do you have a minute?  i kind of have some bad news. i don't think i can move to tulsa.	s
116	0	so, this must be kinda neat for ya, huh?	q
973	10	okay, all right, so, your in a meadow, millions of stars in the sky....	s
954	5	joey!	g
324	0	i'm your mother.	s
316	0	hello.	g
392	0	hey, pheebs! it's joey!	g
875	5	what? why?	q
885	0	can you people not see me?!	q
820	16	are you kidding me? i never rent a movie without it!  oh.  uh, okay uh let me call you back.	s
222	15	i-i cannot spend another evening with that man.	o
499	9	yeah, yeah i got that.	ag
315	6	yay!!	oth
207	3	knock, knock, knock, knock, hi.	g
262	0	ok, you can do this.	s
760	2	oh no-no-no! stay! stay! because you-you should you-you-you should stay!	dag
992	0	hey, pheebs.	g
893	14	and i swear i'll do a really good job.	s
25	1	i know, it was amazing! i mean, we totally nailed it, it was beautiful.	ag
359	5	ross umm, there's something that i've got to tell you, there's-there's someone else.	s
908	4	come here, check this out!	ans
226	20	i think i need a drink.	o
671	0	note the painterly lines    and subtle impasto on this canvas. monet painted quickly and usually outdoors    as his elusive subject was light itself.	s
714	3	how can i help you?	q
659	16	uh, kristen riggs, this is carol willick.	s
867	1	i have a bone to pick with you.	s
655	4	for what it's worth i did appreciate you standing up for me. it felt really nice. it kinda made me like you even more.	s
383	11	oww crushing bones!	s
1027	5	well, lots of people! look, are you coming to memorial service or not?	q
157	1	oh well, this was a really important experience for me, and    i wanted to share it with you.	s
125	5	twice?	oth
53	5	so what's up?	q
347	5	i found a dried up seashores.	s
266	0	well actually uh, there was something we wanted to tell you about the wedding.	s
342	6	this game makes no sense!	o
776	2	oh, is the play over?	q
544	3	oh.	b
224	5	yeah that would be great! let me make sure i'm not doing anything tuesday.	ans
393	7	joey!!!!!!	g
319	16	okay, my trainer, ho chi, is teaching me a combination of gee koon doe and brazilian street fighting, i've even had my own octagon training ring designed.	ans
